,lat,lon,pttid,time
466,24.7688,136.809,300234063948880,2018-10-09 11:00:00
467,24.6851,136.734,300234063948880,2018-10-09 12:00:00
468,24.5783,136.71,300234063948880,2018-10-09 13:00:00
469,24.4919,136.669,300234063948880,2018-10-09 14:00:00
470,24.4993,136.549,300234063948880,2018-10-09 15:00:00
471,24.5071,136.506,300234063948880,2018-10-09 16:00:00
472,24.5118,136.502,300234063948880,2018-10-09 17:00:00
473,,,,2018-10-09 18:00:00
474,24.5205,136.504,300234063948880,2018-10-09 19:00:00
475,24.5274,136.508,300234063948880,2018-10-09 20:00:00
476,24.5095,136.561,300234063948880,2018-10-09 21:00:00
477,,,,2018-10-09 22:00:00
478,24.4925,136.699,300234063948880,2018-10-09 23:00:00
479,,,,2018-10-10 00:00:00
