# Title : Trajectory directory file of the Argo Global Data Assembly Center
# Description : The directory file describes all trajectory files of the argo GDAC ftp site.
# Project : ARGO
# Format version : 2.0
# Date of update : 20190215044811
# FTP root number 1 : ftp://ftp.ifremer.fr/ifremer/argo/dac
# FTP root number 2 : ftp://usgodae.org/pub/outgoing/argo/dac
# GDAC node : NRL-MRY
file,latitude_max,latitude_min,longitude_max,longitude_min,profiler_type,institution,date_update
aoml/1900449/1900449_Rtraj.nc,-29.113,-34.315,8.632,-0.365,851,AO,20160912200316
aoml/1900487/1900487_Rtraj.nc,-25.237,-35.044,-3.122,-34.852,852,AO,20160912200318
aoml/1900488/1900488_Rtraj.nc,-31.438,-35.793,-9.902,-25.268,851,AO,20181016200609
aoml/1900489/1900489_Rtraj.nc,-28.687,-38.089,-6.562,-25.904,851,AO,20160912200319
aoml/1900490/1900490_Rtraj.nc,33.156,29.477,-31.256,-38.015,851,AO,20160912200432
aoml/1900491/1900491_Rtraj.nc,38.423,30.956,-14.843,-43.439,852,AO,20160912200433
aoml/1900492/1900492_Rtraj.nc,-16.490,-21.621,4.897,-11.150,851,AO,20181016200946
aoml/1900493/1900493_Rtraj.nc,-12.944,-19.223,-7.518,-16.892,851,AO,20181016200949
aoml/1900494/1900494_Rtraj.nc,-6.670,-10.000,-8.668,-12.597,852,AO,20160912200615
aoml/1900495/1900495_Rtraj.nc,-5.777,-11.184,-14.418,-35.130,851,AO,20181016200952
aoml/1900496/1900496_Rtraj.nc,11.109,7.862,-33.672,-40.040,851,AO,20160912200621
aoml/1900497/1900497_Rtraj.nc,-24.451,-27.678,-7.200,-11.718,851,AO,20160912200427
aoml/1900498/1900498_Rtraj.nc,-21.314,-25.123,-14.469,-30.089,852,AO,20160912200425
aoml/1900499/1900499_Rtraj.nc,-19.986,-24.808,-17.821,-22.938,851,AO,20160912200426
aoml/1900500/1900500_Rtraj.nc,3.864,-3.204,0.864,-35.736,852,AO,20160912200650
aoml/1900501/1900501_Rtraj.nc,2.759,-2.485,-24.178,-46.547,852,AO,20160912200649
aoml/1900502/1900502_Rtraj.nc,7.739,7.018,-28.700,-28.961,852,AO,20160912200649
aoml/1900503/1900503_Rtraj.nc,13.936,7.784,-22.104,-29.525,852,AO,20160912200648
aoml/1900504/1900504_Rtraj.nc,14.887,6.516,-24.383,-44.849,852,AO,20181016201054
aoml/1900505/1900505_Rtraj.nc,22.001,16.122,-23.883,-44.779,852,AO,20160912200652
aoml/1900506/1900506_Rtraj.nc,-24.162,-34.174,10.206,-8.419,851,AO,20181016201110
aoml/1900525/1900525_Rtraj.nc,-27.285,-33.528,-5.000,-34.657,852,AO,20160912200813
aoml/1900526/1900526_Rtraj.nc,-31.761,-38.061,1.199,-17.073,852,AO,20160912200814
aoml/1900527/1900527_Rtraj.nc,5.444,-0.466,2.170,-21.279,852,AO,20181016201142
aoml/1900528/1900528_Rtraj.nc,10.790,-3.228,2.507,-23.384,851,AO,20181016201145
aoml/1900529/1900529_Rtraj.nc,-3.566,-7.103,3.838,-2.009,852,AO,20160912200737
aoml/1900530/1900530_Rtraj.nc,-0.925,-5.747,7.246,0.851,852,AO,20160912200818
aoml/1900531/1900531_Rtraj.nc,-29.580,-35.757,13.625,-12.977,852,AO,20160912201231
aoml/1900532/1900532_Rtraj.nc,-30.917,-36.806,-20.000,-35.381,851,AO,20170411200114
aoml/1900533/1900533_Rtraj.nc,-26.724,-35.912,10.758,-10.376,852,AO,20160912201230
aoml/1900534/1900534_Rtraj.nc,-29.565,-35.242,-1.231,-16.442,852,AO,20160912201232
aoml/1900535/1900535_Rtraj.nc,-24.742,-30.108,12.324,-16.453,852,AO,20160912201229
aoml/1900536/1900536_Rtraj.nc,-18.341,-22.918,5.004,1.695,852,AO,20160912201228
aoml/1900537/1900537_Rtraj.nc,-16.186,-18.338,-1.588,-3.529,852,AO,20160912201227
aoml/1900538/1900538_Rtraj.nc,-12.967,-17.006,-7.821,-17.923,851,AO,20160912201227
aoml/1900539/1900539_Rtraj.nc,2.232,-8.100,-13.687,-46.809,852,AO,20160912201225
aoml/1900560/1900560_Rtraj.nc,7.540,5.039,-24.861,-32.672,852,AO,20160912201226
aoml/1900561/1900561_Rtraj.nc,6.127,-2.066,-3.624,-22.937,852,AO,20181016201139
aoml/1900562/1900562_Rtraj.nc,34.546,28.267,-17.960,-29.540,852,AO,20181017200119
aoml/1900563/1900563_Rtraj.nc,37.493,28.541,-22.963,-31.831,852,AO,20181017200141
aoml/1900564/1900564_Rtraj.nc,-20.969,-27.441,-17.952,-41.675,852,AO,20160912201311
aoml/1900565/1900565_Rtraj.nc,-25.029,-33.367,-10.633,-16.641,851,AO,20181017200144
aoml/1900566/1900566_Rtraj.nc,-25.114,-31.311,2.867,-28.080,852,AO,20181017200126
aoml/1900567/1900567_Rtraj.nc,-24.938,-29.022,8.954,-7.645,852,AO,20181017200243
aoml/1900568/1900568_Rtraj.nc,-21.984,-25.299,1.705,-1.983,851,AO,20160912201419
aoml/1900569/1900569_Rtraj.nc,-15.311,-19.471,-2.378,-16.812,852,AO,20160912201418
aoml/1900570/1900570_Rtraj.nc,-11.917,-14.005,-9.217,-30.496,852,AO,20160912201419
aoml/1900571/1900571_Rtraj.nc,20.249,16.855,-19.966,-25.331,852,AO,20160912201322
aoml/1900572/1900572_Rtraj.nc,24.893,21.824,-18.585,-35.246,851,AO,20160912201323
aoml/1900573/1900573_Rtraj.nc,-49.554,-59.559,112.813,0.017,852,AO,20181017200247
aoml/1900575/1900575_Rtraj.nc,-30.743,-42.863,67.102,12.247,851,AO,20181017200250
aoml/1900576/1900576_Rtraj.nc,-45.298,-51.047,43.521,4.405,851,AO,20160912201422
aoml/1900577/1900577_Rtraj.nc,-43.154,-74.573,129.603,-83.141,851,AO,20181017200539
aoml/1900578/1900578_Rtraj.nc,-49.855,-60.088,68.645,0.001,851,AO,20160912201616
aoml/1900579/1900579_Rtraj.nc,-52.914,-63.972,66.282,-0.020,851,AO,20160912201618
aoml/1900580/1900580_Rtraj.nc,-15.410,-19.716,-1.592,-22.333,851,AO,20160912201806
aoml/1900581/1900581_Rtraj.nc,-16.992,-23.649,1.981,-24.011,851,AO,20160912201807
aoml/1900582/1900582_Rtraj.nc,-23.087,-26.959,6.726,-9.604,852,AO,20160912201808
aoml/1900583/1900583_Rtraj.nc,-4.405,-15.894,-16.684,-38.516,852,AO,20160912201809
aoml/1900584/1900584_Rtraj.nc,-8.966,-11.546,-12.103,-23.082,851,AO,20160912201810
aoml/1900635/1900635_Rtraj.nc,37.705,31.223,-7.485,-37.428,852,AO,20160912201804
aoml/1900636/1900636_Rtraj.nc,33.804,26.620,-22.056,-34.011,852,AO,20160912201805
aoml/1900637/1900637_Rtraj.nc,37.572,29.495,-27.117,-41.013,852,AO,20160912201802
aoml/1900638/1900638_Rtraj.nc,31.950,23.697,-33.435,-46.853,851,AO,20160912201801
aoml/1900639/1900639_Rtraj.nc,29.526,20.791,-44.707,-55.817,852,AO,20160912201813
aoml/1900640/1900640_Rtraj.nc,-21.436,-34.952,10.339,4.065,852,AO,20160912201319
aoml/1900641/1900641_Rtraj.nc,-27.410,-35.510,10.138,-17.225,852,AO,20181017200148
aoml/1900642/1900642_Rtraj.nc,-40.195,-43.985,6.158,-12.583,852,AO,20160912201319
aoml/1900643/1900643_Rtraj.nc,-31.676,-57.974,14.170,-110.578,852,AO,20181017200151
aoml/1900644/1900644_Rtraj.nc,-18.778,-25.131,-22.773,-44.010,851,AO,20160912201815
aoml/1900645/1900645_Rtraj.nc,-19.276,-25.564,-24.461,-43.527,852,AO,20160912201819
aoml/1900646/1900646_Rtraj.nc,-18.985,-29.132,-21.950,-44.067,852,AO,20160912201816
aoml/1900647/1900647_Rtraj.nc,-53.661,-61.842,35.635,1.229,851,AO,20160912201611
aoml/1900648/1900648_Rtraj.nc,-52.393,-55.239,11.947,3.092,851,AO,20160912201616
aoml/1900649/1900649_Rtraj.nc,-43.446,-52.309,134.989,5.349,851,AO,20181017200549
aoml/1900683/1900683_Rtraj.nc,-44.461,-59.224,129.940,6.138,851,AO,20181017200546
aoml/1900684/1900684_Rtraj.nc,-45.454,-52.804,123.055,8.457,851,AO,20181017200535
aoml/1900685/1900685_Rtraj.nc,-31.254,-45.753,64.880,11.433,851,AO,20181017200542
aoml/1900686/1900686_Rtraj.nc,-36.592,-53.145,163.569,14.125,851,AO,20181017200531
aoml/1900687/1900687_Rtraj.nc,-26.761,-36.833,-2.686,-32.520,851,AO,20160912201832
aoml/1900688/1900688_Rtraj.nc,-25.085,-33.992,12.466,-32.872,852,AO,20160912201836
aoml/1900689/1900689_Rtraj.nc,-27.532,-33.950,3.074,-25.164,851,AO,20160912201831
aoml/1900690/1900690_Rtraj.nc,-28.811,-34.271,-11.770,-22.399,852,AO,20160912201835
aoml/1900691/1900691_Dtraj.nc,-22.288,-28.736,83.261,73.905,851,AO,20161024101049
aoml/1900691/1900691_Rtraj.nc,-22.288,-28.736,83.261,73.905,851,AO,20160912202238
aoml/1900692/1900692_Dtraj.nc,-19.765,-41.072,71.976,16.762,851,AO,20161212160000
aoml/1900692/1900692_Rtraj.nc,-19.765,-81.738,133.593,16.762,851,AO,20181017201507
aoml/1900693/1900693_Dtraj.nc,-22.786,-32.069,67.027,47.171,851,AO,20161212160105
aoml/1900693/1900693_Rtraj.nc,-22.786,-32.069,67.035,47.171,851,AO,20181017201511
aoml/1900694/1900694_Dtraj.nc,-21.935,-44.503,73.178,38.169,851,AO,20161212160333
aoml/1900694/1900694_Rtraj.nc,-21.935,-44.503,73.178,38.169,851,AO,20181017201516
aoml/1900695/1900695_Dtraj.nc,-26.409,-32.401,64.580,55.333,851,AO,20161213174146
aoml/1900695/1900695_Rtraj.nc,-26.409,-32.401,64.580,55.333,851,AO,20160912202244
aoml/1900696/1900696_Dtraj.nc,-28.689,-34.740,67.243,63.560,851,AO,20161213174153
aoml/1900696/1900696_Rtraj.nc,-28.689,-34.740,67.243,63.560,851,AO,20160912202245
aoml/1900697/1900697_Dtraj.nc,-16.890,-39.924,71.574,22.963,851,AO,20161213174159
aoml/1900697/1900697_Rtraj.nc,-16.890,-39.924,71.574,22.963,851,AO,20181017200708
aoml/1900698/1900698_Dtraj.nc,-27.113,-35.870,76.752,44.589,851,AO,20161212160354
aoml/1900698/1900698_Rtraj.nc,-27.113,-35.870,76.752,44.589,851,AO,20181017200712
aoml/1900699/1900699_Dtraj.nc,-31.370,-39.096,73.900,62.951,851,AO,20161212160359
aoml/1900699/1900699_Rtraj.nc,-31.370,-39.096,73.900,62.951,851,AO,20181017200716
aoml/1900700/1900700_Dtraj.nc,-37.021,-48.886,129.951,54.300,851,AO,20161212160415
aoml/1900700/1900700_Rtraj.nc,-37.021,-48.886,129.951,54.300,851,AO,20181017200720
aoml/1900701/1900701_Dtraj.nc,-31.559,-44.607,95.177,74.999,851,AO,20161212160503
aoml/1900701/1900701_Rtraj.nc,-31.559,-44.607,95.177,74.999,851,AO,20181017200725
aoml/1900702/1900702_Rtraj.nc,27.135,22.498,-19.612,-30.735,852,AO,20160912201901
aoml/1900703/1900703_Rtraj.nc,22.429,16.201,-21.967,-40.592,852,AO,20160912201903
